Age,Gender,MaritalStatus,GSS_Office_Branch,GSS_Job_Role,Monthly_Base_Salary_PHP,Hourly_Base_Rate_PHP,PSA_Core_Inflation_Percent,NCR_Statutory_Wage_Floor_PHP,OverTime,JobInvolvement,StandardHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Attrition
31,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,1,80,3,2,2,2,12,7,7,7,true
27,Female,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,4,4,3,7,7,7,0,false
31,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,4,4,3,13,7,7,1,false
33,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,4,2,3,2,9,7,7,0,false
29,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,true,2,80,2,4,1,3,7,7,7,1,false
28,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,2,4,3,7,7,5,0,false
51,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,3,3,2,18,7,7,0,false
56,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),120000.0,862.07,4.4,780.0,false,4,80,1,3,4,2,36,7,7,7,false
31,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,4,80,4,1,4,4,13,7,7,5,false
38,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,4,4,1,3,8,7,7,0,false
47,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,4,4,3,20,7,7,1,false
47,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,3,1,3,8,7,6,7,false
26,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,2,80,1,3,2,3,7,7,7,0,false
36,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,1,4,3,12,7,7,0,false
40,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,3,2,2,8,7,7,7,false
35,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,true,3,80,1,3,4,3,15,7,7,1,false
38,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,2,4,3,11,7,7,1,false
46,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,1,1,4,28,7,7,4,true
39,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,4,80,3,4,1,3,11,7,6,7,false
30,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,2,80,1,3,1,3,12,7,7,1,false
43,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,1,3,3,7,7,7,7,false
28,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,4,3,3,3,7,7,7,0,false
27,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,4,1,3,7,7,7,0,false
32,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,1,80,4,4,4,4,9,8,7,0,false
38,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,4,1,3,4,12,8,3,0,false
38,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,4,4,4,3,13,8,7,7,false
38,Female,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,true,4,80,1,1,3,3,8,8,0,7,false
26,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,4,4,2,3,8,8,7,7,true
31,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,4,80,4,2,2,2,10,8,7,7,false
27,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,2,1,3,8,8,7,0,false
26,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,3,2,3,8,8,7,7,false
41,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,1,3,3,8,8,7,7,true
45,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,4,2,4,9,8,7,3,false
30,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,3,4,2,10,8,7,7,false
28,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,true,3,80,2,2,1,3,8,8,7,7,false
30,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,3,3,1,4,10,8,4,7,false
39,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,4,80,3,1,4,3,9,8,7,0,false
35,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,72000.0,413.79,4.4,780.0,true,3,80,1,4,1,3,9,8,7,4,true
38,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,2,80,3,3,2,3,9,8,7,2,false
52,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,75000.0,431.03,4.4,780.0,true,3,80,2,2,3,2,10,8,7,7,true
40,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,1,4,4,9,8,4,7,false
48,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,3,3,3,18,8,7,7,false
45,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,3,2,4,10,8,7,5,false
46,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,3,80,2,3,3,3,14,8,7,0,true
27,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,4,80,3,1,2,2,9,8,7,0,false
34,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,3,4,3,2,9,8,7,1,false
34,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,3,4,4,3,8,8,7,1,false
42,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,3,4,3,10,9,7,4,false
27,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,3,4,4,3,9,9,8,1,false
34,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,2,3,3,10,9,5,8,false
46,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,1,3,3,14,9,6,0,false
35,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,3,80,1,2,4,2,9,9,8,1,false
46,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,2,80,4,3,4,3,9,9,8,4,true
36,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,2,3,3,10,9,7,2,false
41,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,3,80,3,3,3,3,12,9,7,0,false
32,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,2,4,3,9,9,8,3,false
30,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,3,80,1,3,3,3,10,9,8,7,false
48,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,2,1,3,14,9,7,6,false
37,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,3,80,2,1,4,3,9,9,5,7,false
49,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,3,1,4,9,9,8,7,true
55,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,3,3,2,12,9,7,7,true
33,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,4,80,1,1,1,3,9,9,8,0,false
31,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,4,4,2,9,9,8,0,false
47,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,4,3,3,9,9,0,0,false
54,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,2,80,3,3,2,3,13,9,4,7,false
49,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),GSS Operations Director (Head),150000.0,862.07,4.4,780.0,false,2,80,2,4,2,3,22,9,8,2,false
33,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,4,80,3,4,4,3,10,9,8,0,false
41,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,3,4,3,10,9,3,1,false
38,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,3,4,3,10,9,8,7,false
36,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,2,80,4,1,3,3,10,9,7,3,false
49,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,2,80,2,4,4,2,17,9,6,0,false
51,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,3,4,1,11,10,7,1,false
35,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,3,80,2,3,1,3,10,10,8,0,false
30,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,2,3,3,12,10,9,7,false
29,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,2,4,2,10,10,4,1,true
35,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,3,3,1,4,10,10,7,0,false
29,Male,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,2,1,2,10,10,7,0,false
30,Female,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,3,4,3,3,10,10,9,1,false
36,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,2,80,3,2,2,3,10,10,9,9,false
41,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,4,80,1,2,3,3,10,10,7,0,false
36,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,2,4,2,10,10,3,9,false
34,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,4,80,4,4,4,3,10,10,7,5,false
32,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,4,4,2,10,10,7,0,false
36,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,2,80,1,1,2,3,10,10,7,0,false
32,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,2,4,3,10,10,8,5,false
37,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,75000.0,431.03,4.4,780.0,true,3,80,2,1,4,3,10,10,0,0,false
35,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,4,2,3,12,10,9,0,false
30,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,3,3,1,3,10,10,3,1,false
33,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,2,1,2,10,10,7,0,false
32,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,4,80,4,3,3,4,10,10,7,0,false
31,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,3,80,3,4,1,2,10,10,8,9,false
34,Female,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,3,80,1,3,4,4,10,10,8,9,false
29,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,3,3,3,3,10,10,7,0,false
34,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,2,80,3,4,4,3,10,10,9,8,false
30,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,2,80,1,2,4,3,10,10,8,6,true
45,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),48000.0,275.86,4.4,780.0,false,2,80,1,1,1,3,10,10,7,4,false
29,Male,Divorced,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,true,2,80,2,1,2,2,10,10,0,0,false
31,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,1,1,3,10,10,0,0,false
43,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,4,1,3,10,10,9,8,false
41,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,3,4,2,3,10,10,8,8,false
46,Male,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,3,80,4,3,2,2,13,10,6,0,false
35,Male,Single,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,3,4,3,10,10,7,7,true
34,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,4,80,3,2,3,3,10,10,8,4,false
36,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,2,80,3,2,1,3,10,10,9,1,false
33,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,2,2,2,10,10,4,0,false
35,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,3,4,3,10,10,8,0,false
31,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,1,3,3,10,10,7,0,true
38,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,4,1,3,3,10,10,7,1,false
30,Female,Divorced,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,true,2,80,2,3,2,2,11,11,8,2,false
32,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,2,1,3,12,11,8,5,false
29,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,2,4,3,11,11,10,4,false
35,Male,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,75000.0,431.03,4.4,780.0,false,3,80,2,3,3,2,12,11,9,6,false
35,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,3,80,3,2,3,3,15,11,9,6,false
29,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Shared Services Team Lead,72000.0,413.79,4.4,780.0,false,2,80,1,4,1,1,11,11,8,3,true
60,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,4,80,4,2,2,3,12,11,7,1,false
35,Male,Single,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,true,3,80,4,4,1,4,13,11,9,6,true
33,Female,Single,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,4,4,2,13,11,7,1,false
40,Female,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,false,3,80,2,2,3,3,15,11,8,5,false
40,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,2,80,4,3,1,2,15,12,11,2,false
44,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),GSS Operations Director (Head),170000.0,862.07,4.4,780.0,true,4,80,4,4,3,3,23,12,11,11,false
31,Female,Married,Alabang Shared Services Data Center (via SLEX Southern Line),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,4,1,1,3,13,12,7,5,false
32,Male,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),65000.0,373.56,4.4,780.0,false,2,80,3,4,3,2,13,13,8,4,false
32,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Remuneration Specialist (HR Admin II),55000.0,316.09,4.4,780.0,true,2,80,2,3,4,3,13,13,12,11,false
36,Male,Married,Makati Corporate GSS Head Office (via Gil Puyat Ave),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,2,80,4,1,1,3,16,13,9,1,false
35,Female,Married,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,true,2,80,4,3,2,2,16,13,2,4,false
31,Male,Divorced,BGC Regional Operations Hub (via EDSA/Kalayaan),Shared Services Team Lead,90000.0,517.24,4.4,780.0,false,3,80,4,1,1,3,13,13,7,9,false
